open_time,open,high,low,close,volume,taker_buy_vol
2025-10-01 00:00:00,1008.51,1012.66,1008.25,1011.72,2136.722,1223.938
2025-10-01 00:15:00,1011.72,1012.83,1009.89,1010.66,1734.132,857.411
2025-10-01 00:30:00,1010.66,1012.88,1008.84,1009.69,1517.057,774.4300000000001
2025-10-01 00:45:00,1009.69,1013.41,1009.01,1012.4,1117.366,524.7520000000001
2025-10-01 01:00:00,1012.41,1016.0,1011.1,1014.92,2187.4449999999997,1509.024
2025-10-01 01:15:00,1014.93,1016.0,1012.14,1014.32,2835.75,1211.384
2025-10-01 01:30:00,1014.32,1015.79,1012.14,1014.09,1429.659,903.865
2025-10-01 01:45:00,1014.1,1015.19,1013.62,1014.58,1875.762,959.7330000000001
2025-10-01 02:00:00,1014.57,1014.7,1013.47,1013.91,1015.231,563.395
2025-10-01 02:15:00,1013.92,1014.5,1012.99,1013.28,1499.539,574.2860000000001
2025-10-01 02:30:00,1013.27,1013.29,1010.49,1010.6,1002.516,352.21500000000003
2025-10-01 02:45:00,1010.6,1011.5,1009.05,1009.11,1812.5690000000002,529.975
2025-10-01 03:00:00,1009.1,1009.17,1006.83,1007.87,1750.0529999999999,734.631
2025-10-01 03:15:00,1007.86,1013.92,1004.08,1005.87,7888.233,4958.526
2025-10-01 03:30:00,1005.86,1006.88,1004.14,1004.27,1537.506,669.396
2025-10-01 03:45:00,1004.26,1006.53,1003.35,1004.81,1880.2620000000002,627.223
2025-10-01 04:00:00,1004.8,1008.99,1004.54,1007.25,2376.742,1641.497
2025-10-01 04:15:00,1007.26,1011.31,1007.25,1011.3,1764.233,1032.686
2025-10-01 04:30:00,1011.3,1013.1,1010.96,1011.77,2992.737,1407.567
2025-10-01 04:45:00,1011.77,1012.45,1009.54,1009.97,1642.873,463.319
2025-10-01 05:00:00,1009.96,1013.32,1009.5,1012.41,1930.049,1098.56
2025-10-01 05:15:00,1012.4,1013.11,1010.51,1011.14,1160.496,480.126
2025-10-01 05:30:00,1011.13,1011.62,1010.19,1010.59,1438.391,711.274
2025-10-01 05:45:00,1010.59,1011.71,1010.47,1011.23,1231.941,441.799
2025-10-01 06:00:00,1011.24,1011.87,1008.89,1009.53,1388.284,566.02
2025-10-01 06:15:00,1009.54,1010.33,1008.07,1009.69,1073.371,482.539
2025-10-01 06:30:00,1009.69,1010.69,1008.91,1010.14,1494.898,736.674
2025-10-01 06:45:00,1010.14,1010.14,1007.75,1008.59,2475.506,1179.627
2025-10-01 07:00:00,1008.59,1011.12,1008.25,1009.6,1707.521,671.011
2025-10-01 07:15:00,1009.61,1011.51,1009.6,1011.4,1383.704,727.023
2025-10-01 07:30:00,1011.4,1012.54,1010.99,1011.61,851.9639999999999,460.98900000000003
2025-10-01 07:45:00,1011.61,1012.62,1010.0,1010.03,1671.283,457.477
2025-10-01 08:00:00,1010.03,1011.16,1009.5,1011.1,1996.5880000000002,1063.889
2025-10-01 08:15:00,1011.1,1013.6,1009.5,1013.59,2468.806,1314.113
2025-10-01 08:30:00,1013.6,1024.35,1013.6,1024.09,12585.448,6542.275000000001
2025-10-01 08:45:00,1024.09,1030.11,1021.68,1027.62,17424.937,10085.127
2025-10-01 09:00:00,1027.62,1032.6,1026.02,1029.78,9409.347,4636.377
2025-10-01 09:15:00,1029.78,1030.11,1026.94,1029.5,6080.845,2463.172
2025-10-01 09:30:00,1029.5,1032.75,1029.33,1032.75,5915.509,4096.117
2025-10-01 09:45:00,1032.75,1036.2,1032.61,1032.8,5437.693,3435.679
2025-10-01 10:00:00,1032.79,1033.45,1026.0,1026.25,5284.314,1895.023
2025-10-01 10:15:00,1026.24,1028.7,1025.04,1027.7,2170.832,1052.1970000000001
2025-10-01 10:30:00,1027.7,1028.35,1026.5,1027.33,2903.595,1274.799
2025-10-01 10:45:00,1027.34,1029.4,1027.09,1028.13,1813.996,881.962
2025-10-01 11:00:00,1028.13,1029.14,1027.3,1029.0,1471.381,700.263
2025-10-01 11:15:00,1029.0,1030.66,1028.27,1028.28,2325.771,1354.999
2025-10-01 11:30:00,1028.27,1028.29,1023.49,1024.65,3127.223,1410.874
2025-10-01 11:45:00,1024.64,1024.64,1021.15,1023.42,4747.514,2462.4139999999998
2025-10-01 12:00:00,1023.42,1023.62,1020.6,1021.51,6186.158,1796.641
2025-10-01 12:15:00,1021.51,1025.15,1019.41,1024.99,4878.526,2741.872
2025-10-01 12:30:00,1024.99,1025.18,1020.72,1020.73,2728.754,1045.469
2025-10-01 12:45:00,1020.72,1020.82,1015.24,1018.21,5330.268,1497.27
2025-10-01 13:00:00,1018.22,1021.9,1018.19,1021.86,1969.324,1290.688
2025-10-01 13:15:00,1021.85,1025.1,1021.74,1023.73,4075.81,2836.556
2025-10-01 13:30:00,1023.73,1025.09,1022.08,1023.45,3415.703,2351.559
